SiteName,latitude,longitude,sample_duration,pollutant_standard,date_local,units_of_measure,arithmetic_mean,aqi,local_site_name,site_address
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/18/2024,Parts per billion,0.779167,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/19/2024,Parts per billion,0.786364,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/20/2024,Parts per billion,1.095238,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/21/2024,Parts per billion,0.718182,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/22/2024,Parts per billion,0.804167,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/23/2024,Parts per billion,0.709091,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/24/2024,Parts per billion,0.645833,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/25/2024,Parts per billion,0.727273,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/26/2024,Parts per billion,0.8625,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/27/2024,Parts per billion,0.847368,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/28/2024,Parts per billion,0.754167,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/29/2024,Parts per billion,0.727273,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/30/2024,Parts per billion,0.733333,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,3/31/2024,Parts per billion,0.695455,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/1/2024,Parts per billion,0.758333,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/2/2024,Parts per billion,0.686364,1,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/3/2024,Parts per billion,0.714286,3,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/4/2024,Parts per billion,0.658824,0,Ritner (RIT),24TH & RITNER STREETS
0055,39.922867,-75.186921,1 HOUR,SO2 Annual 2024,4/5/2024,Parts per billion,0.772727,1,Ritner (RIT),24TH & RITNER STREETS
