SiteName,latitude,longitude,sample_duration,date_local,units_of_measure,arithmetic_mean,aqi,local_site_name,site_address
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/16/2024,Parts per million,0.308333,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/17/2024,Parts per million,0.343478,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/17/2024,Parts per million,0.316667,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/18/2024,Parts per million,0.434783,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/18/2024,Parts per million,0.395833,8,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/19/2024,Parts per million,0.643478,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/19/2024,Parts per million,0.6625,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/20/2024,Parts per million,0.556522,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/20/2024,Parts per million,0.575,8,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/21/2024,Parts per million,0.591304,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/21/2024,Parts per million,0.6,8,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/22/2024,Parts per million,0.686957,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/22/2024,Parts per million,0.704167,10,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/23/2024,Parts per million,0.590476,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/23/2024,Parts per million,0.579167,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/24/2024,Parts per million,0.4,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/24/2024,Parts per million,0.445833,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/25/2024,Parts per million,0.434783,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/25/2024,Parts per million,0.4125,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/26/2024,Parts per million,0.491304,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/26/2024,Parts per million,0.4875,8,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/27/2024,Parts per million,0.426087,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/27/2024,Parts per million,0.433333,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/28/2024,Parts per million,0.556522,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/28/2024,Parts per million,0.558333,8,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/29/2024,Parts per million,0.686957,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/29/2024,Parts per million,0.683333,10,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/30/2024,Parts per million,0.695238,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/30/2024,Parts per million,0.675,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,10/31/2024,Parts per million,0.647368,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,10/31/2024,Parts per million,0.675,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/1/2024,Parts per million,0.395,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/1/2024,Parts per million,0.447059,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/2/2024,Parts per million,0.26087,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/2/2024,Parts per million,0.25,3,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/3/2024,Parts per million,0.317391,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/3/2024,Parts per million,0.316667,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/4/2024,Parts per million,0.543478,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/4/2024,Parts per million,0.545833,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/5/2024,Parts per million,0.5,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/5/2024,Parts per million,0.50625,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/6/2024,Parts per million,0.563636,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/6/2024,Parts per million,0.542857,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/7/2024,Parts per million,0.404762,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/7/2024,Parts per million,0.441667,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/8/2024,Parts per million,0.317391,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/8/2024,Parts per million,0.354167,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/9/2024,Parts per million,0.278261,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/9/2024,Parts per million,0.229167,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/10/2024,Parts per million,0.577273,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/10/2024,Parts per million,0.595833,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/11/2024,Parts per million,0.4,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/11/2024,Parts per million,0.404167,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/12/2024,Parts per million,0.269565,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/12/2024,Parts per million,0.3,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/13/2024,Parts per million,0.409524,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/13/2024,Parts per million,0.366667,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/14/2024,Parts per million,0.543478,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/14/2024,Parts per million,0.566667,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/15/2024,Parts per million,0.369565,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/15/2024,Parts per million,0.383333,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/16/2024,Parts per million,0.308696,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/16/2024,Parts per million,0.3,3,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/17/2024,Parts per million,0.334783,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/17/2024,Parts per million,0.316667,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/18/2024,Parts per million,0.482609,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/18/2024,Parts per million,0.466667,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/19/2024,Parts per million,0.465217,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/19/2024,Parts per million,0.470833,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/20/2024,Parts per million,0.666667,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/20/2024,Parts per million,0.6375,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/21/2024,Parts per million,0.356522,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/21/2024,Parts per million,0.4,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/22/2024,Parts per million,0.369565,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/22/2024,Parts per million,0.358333,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/23/2024,Parts per million,0.352174,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/23/2024,Parts per million,0.3625,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/24/2024,Parts per million,0.352174,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/24/2024,Parts per million,0.358333,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/25/2024,Parts per million,0.491304,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/25/2024,Parts per million,0.466667,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/26/2024,Parts per million,0.469565,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/26/2024,Parts per million,0.5125,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/27/2024,Parts per million,0.495238,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/27/2024,Parts per million,0.441667,8,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/28/2024,Parts per million,0.513043,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/28/2024,Parts per million,0.566667,8,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/29/2024,Parts per million,0.33913,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/29/2024,Parts per million,0.35,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,11/30/2024,Parts per million,0.278261,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,11/30/2024,Parts per million,0.3,3,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/1/2024,Parts per million,0.369565,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/1/2024,Parts per million,0.325,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/2/2024,Parts per million,0.334783,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/2/2024,Parts per million,0.370833,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/3/2024,Parts per million,0.308696,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/3/2024,Parts per million,0.3,3,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/4/2024,Parts per million,0.442857,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/4/2024,Parts per million,0.433333,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/5/2024,Parts per million,0.355556,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/5/2024,Parts per million,0.4,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/6/2024,Parts per million,0.313043,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/6/2024,Parts per million,0.3,3,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/7/2024,Parts per million,0.33913,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/7/2024,Parts per million,0.320833,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/8/2024,Parts per million,0.469565,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/8/2024,Parts per million,0.425,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/9/2024,Parts per million,1.017391,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/9/2024,Parts per million,0.9625,13,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/10/2024,Parts per million,1.047826,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/10/2024,Parts per million,1.0875,15,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/11/2024,Parts per million,0.652381,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/11/2024,Parts per million,0.720833,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/12/2024,Parts per million,0.347826,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/12/2024,Parts per million,0.366667,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/13/2024,Parts per million,0.321739,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/13/2024,Parts per million,0.308333,5,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/14/2024,Parts per million,0.504348,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/14/2024,Parts per million,0.4875,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/15/2024,Parts per million,0.681818,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/15/2024,Parts per million,0.679167,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/16/2024,Parts per million,0.569565,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/16/2024,Parts per million,0.6,8,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/17/2024,Parts per million,0.486957,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/17/2024,Parts per million,0.466667,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/18/2024,Parts per million,0.661905,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/18/2024,Parts per million,0.7,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/19/2024,Parts per million,0.36087,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/19/2024,Parts per million,0.345833,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/20/2024,Parts per million,0.452174,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/20/2024,Parts per million,0.479167,7,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/21/2024,Parts per million,0.226087,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/21/2024,Parts per million,0.241667,3,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/22/2024,Parts per million,0.217391,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/22/2024,Parts per million,0.204167,3,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/23/2024,Parts per million,0.391304,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/23/2024,Parts per million,0.375,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/24/2024,Parts per million,0.395652,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/24/2024,Parts per million,0.404167,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/25/2024,Parts per million,0.52381,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/25/2024,Parts per million,0.541667,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/26/2024,Parts per million,0.421739,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/26/2024,Parts per million,0.395833,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/27/2024,Parts per million,0.778261,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/27/2024,Parts per million,0.695833,11,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/28/2024,Parts per million,0.791304,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/28/2024,Parts per million,0.841667,11,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/29/2024,Parts per million,0.821739,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/29/2024,Parts per million,0.845833,13,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/30/2024,Parts per million,0.452174,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/30/2024,Parts per million,0.454167,6,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,1 HOUR,12/31/2024,Parts per million,0.626087,NA,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0076,39.988842,-75.207205,8-HR RUN AVG END HOUR,12/31/2024,Parts per million,0.620833,9,Car-Barn Montgomery I -76,4100 MONTGOMERY DRIVE
0075,40.054171,-74.985166,1 HOUR,1/4/2024,Parts per million,0.333333,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/4/2024,Parts per million,0.325,5,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/5/2024,Parts per million,0.542857,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/5/2024,Parts per million,0.478261,9,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/6/2024,Parts per million,0.556522,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/6/2024,Parts per million,0.620833,10,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/7/2024,Parts per million,0.386957,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/7/2024,Parts per million,0.370833,5,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/8/2024,Parts per million,0.6,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/8/2024,Parts per million,0.520833,11,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/9/2024,Parts per million,0.547826,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/9/2024,Parts per million,0.6625,14,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/10/2024,Parts per million,0.395238,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/10/2024,Parts per million,0.373913,5,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/11/2024,Parts per million,0.526087,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/11/2024,Parts per million,0.491667,8,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/12/2024,Parts per million,0.552174,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/12/2024,Parts per million,0.608333,10,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/13/2024,Parts per million,0.382609,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/13/2024,Parts per million,0.366667,5,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/14/2024,Parts per million,0.373913,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/14/2024,Parts per million,0.379167,5,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,1 HOUR,1/15/2024,Parts per million,0.408696,NA,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
0075,40.054171,-74.985166,8-HR RUN AVG END HOUR,1/15/2024,Parts per million,0.429167,6,Torresdale Station,"4901 Grant Avenue and James Street Philadelphia, PA. 19114"
