SiteName,latitude,longitude,sample_duration,pollutant_standard,date_local,units_of_measure,arithmetic_mean,aqi,local_site_name,site_address
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/7/2024,Parts per million,0.034353,42,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/8/2024,Parts per million,0.028353,36,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/9/2024,Parts per million,0.049588,71,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/10/2024,Parts per million,0.038059,42,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/11/2024,Parts per million,0.036706,36,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/12/2024,Parts per million,0.040294,40,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/13/2024,Parts per million,0.039412,42,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/14/2024,Parts per million,0.046294,50,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/15/2024,Parts per million,0.045176,58,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/16/2024,Parts per million,0.041412,50,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/17/2024,Parts per million,0.039353,42,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/18/2024,Parts per million,0.028353,30,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/19/2024,Parts per million,0.029471,31,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/20/2024,Parts per million,0.040706,46,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/21/2024,Parts per million,0.028941,34,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/22/2024,Parts per million,0.041471,46,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/23/2024,Parts per million,0.047294,47,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/24/2024,Parts per million,0.044471,48,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/25/2024,Parts per million,0.033412,35,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/26/2024,Parts per million,0.045,42,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/29/2024,Parts per million,0.044588,64,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,4/30/2024,Parts per million,0.037647,51,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/1/2024,Parts per million,0.043882,58,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/2/2024,Parts per million,0.049294,74,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/3/2024,Parts per million,0.034529,34,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/4/2024,Parts per million,0.027118,26,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/5/2024,Parts per million,0.016118,20,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/6/2024,Parts per million,0.01875,20,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/7/2024,Parts per million,0.038846,74,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/8/2024,Parts per million,0.042647,48,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/9/2024,Parts per million,0.04,41,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/10/2024,Parts per million,0.023588,25,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/11/2024,Parts per million,0.033,34,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/12/2024,Parts per million,0.021647,24,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/13/2024,Parts per million,0.032059,39,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/14/2024,Parts per million,0.029706,34,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
0004,40.008889,-75.09778,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,5/15/2024,Parts per million,0.037647,40,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.
