"Date","SiteNumber","SiteName","Pollutant","Unit","Measurement","Interval","Name","Latitude","Longitude"
2025-03-26,421010048,"NEW","OZONE_8HR","PPB",38,8,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-26,421010048,"NEW","PM10_24hr","UG/M3",16,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-26,421010048,"NEW","PM25_24hr","UG/M3",4.7,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-26,421010048,"NEW","SO2_24HR","PPB",0.6,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-26,421010057,"FAB","PM25_24hr","UG/M3",5,24,"Philadelphia Air Management Services",39.9603,-75.1424
2025-03-26,421010075,"TOR","CO_8hr","PPM",0.3,1,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-26,421010075,"TOR","PM25_24hr","UG/M3",4.5,24,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-27,421010024,"NEA","OZONE_1HR","PPB",44,1,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-27,421010024,"NEA","OZONE_8HR","PPB",42,8,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-27,421010048,"NEW","CO_8hr","PPM",0.1,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-27,421010048,"NEW","OZONE_1HR","PPB",47,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-27,421010048,"NEW","OZONE_8HR","PPB",44,8,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-27,421010048,"NEW","PM10_24hr","UG/M3",12,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-27,421010048,"NEW","PM25_24hr","UG/M3",4.6,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-27,421010048,"NEW","SO2_24HR","PPB",0.6,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-27,421010057,"FAB","PM25_24hr","UG/M3",5.1,24,"Philadelphia Air Management Services",39.9603,-75.1424
2025-03-27,421010075,"TOR","CO_8hr","PPM",0.4,1,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-27,421010075,"TOR","PM25_24hr","UG/M3",4.9,24,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-28,421010024,"NEA","OZONE_1HR","PPB",45,1,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-28,421010024,"NEA","OZONE_8HR","PPB",39,8,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-28,421010048,"NEW","CO_8hr","PPM",0.1,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-28,421010048,"NEW","OZONE_1HR","PPB",49,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-28,421010048,"NEW","OZONE_8HR","PPB",45,8,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-28,421010048,"NEW","PM10_24hr","UG/M3",20,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-28,421010048,"NEW","PM25_24hr","UG/M3",9.4,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-28,421010048,"NEW","SO2_24HR","PPB",0.9,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-28,421010057,"FAB","PM25_24hr","UG/M3",10.5,24,"Philadelphia Air Management Services",39.9603,-75.1424
2025-03-28,421010075,"TOR","CO_8hr","PPM",0.5,1,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-28,421010075,"TOR","PM25_24hr","UG/M3",9.9,24,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-29,421010024,"NEA","OZONE_1HR","PPB",52,1,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-29,421010024,"NEA","OZONE_8HR","PPB",48,8,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-29,421010048,"NEW","CO_8hr","PPM",0.1,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-29,421010048,"NEW","OZONE_1HR","PPB",58,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-29,421010048,"NEW","OZONE_8HR","PPB",53,8,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-29,421010048,"NEW","PM10_24hr","UG/M3",28,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-29,421010048,"NEW","PM25_24hr","UG/M3",16.5,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-29,421010048,"NEW","SO2_24HR","PPB",0.9,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-29,421010057,"FAB","PM25_24hr","UG/M3",16.3,24,"Philadelphia Air Management Services",39.9603,-75.1424
2025-03-29,421010075,"TOR","CO_8hr","PPM",0.4,1,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-29,421010075,"TOR","PM25_24hr","UG/M3",15.7,24,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-30,421010024,"NEA","OZONE_1HR","PPB",38,1,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-30,421010024,"NEA","OZONE_8HR","PPB",35,8,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-30,421010048,"NEW","CO_8hr","PPM",0.1,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-30,421010048,"NEW","OZONE_1HR","PPB",42,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-30,421010048,"NEW","OZONE_8HR","PPB",39,8,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-30,421010048,"NEW","PM10_24hr","UG/M3",20,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-30,421010048,"NEW","PM25_24hr","UG/M3",10.4,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-30,421010048,"NEW","SO2_24HR","PPB",0.5,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-30,421010057,"FAB","PM25_24hr","UG/M3",11.8,24,"Philadelphia Air Management Services",39.9603,-75.1424
2025-03-30,421010075,"TOR","CO_8hr","PPM",0.2,1,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-30,421010075,"TOR","PM25_24hr","UG/M3",11.1,24,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-31,421010024,"NEA","OZONE_1HR","PPB",45,1,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-31,421010024,"NEA","OZONE_8HR","PPB",41,8,"Philadelphia Air Management Services",40.0767,-75.0108
2025-03-31,421010048,"NEW","CO_8hr","PPM",0.1,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-31,421010048,"NEW","OZONE_1HR","PPB",50,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-31,421010048,"NEW","OZONE_8HR","PPB",45,8,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-31,421010048,"NEW","PM10_24hr","UG/M3",16,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-31,421010048,"NEW","PM25_24hr","UG/M3",7.5,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-31,421010048,"NEW","SO2_24HR","PPB",0.7,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-03-31,421010057,"FAB","PM25_24hr","UG/M3",8.1,24,"Philadelphia Air Management Services",39.9603,-75.1424
2025-03-31,421010075,"TOR","CO_8hr","PPM",0.2,1,"Philadelphia Air Management Services",40.054171,-74.985166
2025-03-31,421010075,"TOR","PM25_24hr","UG/M3",8.5,24,"Philadelphia Air Management Services",40.054171,-74.985166
2025-04-01,421010024,"NEA","OZONE_1HR","PPB",46,1,"Philadelphia Air Management Services",40.0767,-75.0108
2025-04-01,421010024,"NEA","OZONE_8HR","PPB",42,8,"Philadelphia Air Management Services",40.0767,-75.0108
2025-04-01,421010048,"NEW","CO_8hr","PPM",0.1,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-01,421010048,"NEW","OZONE_1HR","PPB",47,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-01,421010048,"NEW","OZONE_8HR","PPB",44,8,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-01,421010048,"NEW","PM10_24hr","UG/M3",9,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-01,421010048,"NEW","PM25_24hr","UG/M3",4,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-01,421010048,"NEW","SO2_24HR","PPB",0.6,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-01,421010057,"FAB","PM25_24hr","UG/M3",4.5,24,"Philadelphia Air Management Services",39.9603,-75.1424
2025-04-01,421010075,"TOR","CO_8hr","PPM",0.3,1,"Philadelphia Air Management Services",40.054171,-74.985166
2025-04-01,421010075,"TOR","PM25_24hr","UG/M3",4.6,24,"Philadelphia Air Management Services",40.054171,-74.985166
2025-04-02,421010024,"NEA","OZONE_1HR","PPB",44,1,"Philadelphia Air Management Services",40.0767,-75.0108
2025-04-02,421010024,"NEA","OZONE_8HR","PPB",41,8,"Philadelphia Air Management Services",40.0767,-75.0108
2025-04-02,421010048,"NEW","CO_8hr","PPM",0.1,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-02,421010048,"NEW","OZONE_1HR","PPB",46,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-02,421010048,"NEW","OZONE_8HR","PPB",45,8,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-02,421010048,"NEW","PM10_24hr","UG/M3",15,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-02,421010048,"NEW","PM25_24hr","UG/M3",4.8,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-02,421010048,"NEW","SO2_24HR","PPB",0.5,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-02,421010057,"FAB","PM25_24hr","UG/M3",5.8,24,"Philadelphia Air Management Services",39.9603,-75.1424
2025-04-02,421010075,"TOR","CO_8hr","PPM",0.3,1,"Philadelphia Air Management Services",40.054171,-74.985166
2025-04-02,421010075,"TOR","PM25_24hr","UG/M3",5.4,24,"Philadelphia Air Management Services",40.054171,-74.985166
2025-04-03,421010024,"NEA","OZONE_1HR","PPB",39,1,"Philadelphia Air Management Services",40.0767,-75.0108
2025-04-03,421010024,"NEA","OZONE_8HR","PPB",23,8,"Philadelphia Air Management Services",40.0767,-75.0108
2025-04-03,421010048,"NEW","CO_8hr","PPM",0.3,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-03,421010048,"NEW","OZONE_1HR","PPB",41,1,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-03,421010048,"NEW","OZONE_8HR","PPB",27,8,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-03,421010048,"NEW","PM10_24hr","UG/M3",19,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-03,421010048,"NEW","PM25_24hr","UG/M3",9.2,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-03,421010048,"NEW","SO2_24HR","PPB",0.7,24,"Philadelphia Air Management Services",39.991389,-75.080833
2025-04-03,421010057,"FAB","PM25_24hr","UG/M3",9.7,24,"Philadelphia Air Management Services",39.9603,-75.1424
2025-04-03,421010075,"TOR","CO_8hr","PPM",0.4,1,"Philadelphia Air Management Services",40.054171,-74.985166
2025-04-03,421010075,"TOR","PM25_24hr","UG/M3",9.1,24,"Philadelphia Air Management Services",40.054171,-74.985166
