"site_number","Min","Q1","Median","Q3","Max","Mean","Latitude","Longitude"
"0048",0,0,1,1,9,1.10382513661202,39.991389,-75.080833
"0055",0,0,0,1,10,0.871584699453552,39.922867,-75.186921
