"site_number","Min","Q1","Median","Q3","Max","Mean","Latitude","Longitude"
"0048",0.313043,0.62255425,0.848913,0.98923925,2.391304,0.848855273224044,39.991389,-75.080833
"0055",-0.020833,0.25104175,0.4827655,0.804545,2.331579,0.572416418032787,39.922867,-75.186921
