"site_number","Min","Q1","Median","Q3","Max","Mean","Latitude","Longitude"
"0004",0.001294,0.021706,0.029706,0.038706,0.061059,0.0296303072463768,40.008889,-75.09778
"0024",0.000588,0.02301475,0.0313235,0.038471,0.058235,0.030586806010929,40.076389,-75.011944
"0048",0.001412,0.0221325,0.0303235,0.03882325,0.062,0.0303607021857924,39.991389,-75.080833
